user_id,timestamp,activity_type,direction,peer_number,duration_sec,location,device_imei,sim_imsi,network_type,data_used_mb,is_roaming,is_spam_or_fraud
U495,2024-12-30 20:22:23,sms,incoming,96XXXX4290,0,Nagpur,448899001122334,899110666666666,4G,0.0,no,0
U441,2024-12-25 06:44:45,call,incoming,99XXXX9648,4,Chennai,123456789012345,899110777777777,5G,0.9,yes,1
U384,2025-01-12 10:21:16,sms,incoming,92XXXX8633,0,Kolkata,990011223344556,899110999999999,4G,0.0,no,0
U436,2025-01-08 06:50:31,call,incoming,97XXXX8325,432,Bangalore,667788990011223,899110666666666,4G,1.3,no,0
U067,2025-01-01 22:06:09,call,incoming,92XXXX8896,418,Chennai,990011223344556,899110888888888,5G,0.4,no,0
U068,2024-12-16 15:04:38,sms,incoming,95XXXX3205,0,Mumbai,356789123456789,899110123456789,4G,0.0,yes,1
U438,2025-01-02 20:52:19,call,incoming,93XXXX3954,124,Hyderabad,990011223344556,899110999999999,4G,0.3,yes,0
U301,2024-12-25 21:35:29,sms,incoming,99XXXX7181,0,Visakhapatnam,556677889900112,899110777777777,5G,0.0,yes,1
U427,2025-01-11 19:53:36,sms,incoming,91XXXX8318,0,Delhi,667788990011223,899110777777777,5G,0.0,no,0
U193,2025-01-15 11:59:56,call,incoming,94XXXX7968,1765,Mumbai,556677889900112,899110777777777,4G,2.4,no,0
U024,2025-01-15 07:11:49,call,incoming,93XXXX1532,195,Mumbai,356789123456789,899110555555555,5G,0.1,no,0
U277,2024-12-28 15:38:46,sms,incoming,92XXXX7454,0,Delhi,556677889900112,899110123456789,4G,0.0,no,0
U431,2024-12-21 08:10:45,sms,incoming,97XXXX8287,0,Surat,990011223344556,899110123456789,4G,0.0,no,0
U400,2024-12-21 21:24:56,call,incoming,91XXXX6453,35,Mumbai,990011223344556,899110888888888,5G,2.0,yes,0
U007,2024-12-20 08:59:37,sms,incoming,96XXXX8639,0,Pune,356789123456789,899110666666666,4G,0.0,no,0
U016,2024-12-18 15:55:17,call,incoming,99XXXX2841,959,Hyderabad,667788990011223,899110999999999,4G,0.2,no,0
U119,2024-12-17 19:53:27,call,incoming,91XXXX4949,134,Hyderabad,556677889900112,899110555555555,4G,0.9,no,0
U174,2024-12-18 07:26:41,call,incoming,97XXXX2618,2927,Hyderabad,123456789012345,899110555555555,5G,2.5,no,0
U110,2025-01-14 23:32:38,call,incoming,91XXXX7895,3,Chennai,889900112233445,899110999999999,4G,1.6,yes,1
U407,2025-01-05 07:16:33,sms,incoming,91XXXX7326,0,Mumbai,778899001122334,899110666666666,4G,0.0,no,0
U108,2024-12-30 17:40:43,call,incoming,91XXXX6254,1327,Kolkata,990011223344556,899110555555555,4G,0.3,no,0
U453,2025-01-03 08:55:29,sms,incoming,95XXXX9674,0,Chennai,990011223344556,899110123456789,4G,0.0,no,0
U162,2024-12-22 14:04:36,sms,incoming,97XXXX2347,0,Mumbai,356789123456789,899110777777777,4G,0.0,no,1
U263,2025-01-14 21:53:05,call,incoming,97XXXX5809,865,Bangalore,990011223344556,899110999999999,5G,0.7,yes,0
U027,2025-01-07 18:45:57,sms,incoming,94XXXX8787,0,Delhi,778899001122334,899110555555555,4G,0.0,no,0
U208,2025-01-02 21:51:46,call,incoming,93XXXX8153,33,Hyderabad,778899001122334,899110777777777,5G,1.1,no,0
U300,2024-12-17 18:24:39,sms,incoming,99XXXX8335,0,Hyderabad,356789123456789,899110777777777,4G,0.0,no,1
U245,2024-12-18 15:23:32,call,incoming,91XXXX4190,324,Chennai,356789123456789,899110666666666,5G,0.3,yes,0
U288,2024-12-24 13:21:31,sms,incoming,97XXXX2751,0,Ahmedabad,448899001122334,899110666666666,4G,0.0,yes,0
U187,2025-01-12 08:18:46,call,incoming,97XXXX5197,979,Bangalore,778899001122334,899110888888888,4G,2.1,yes,1
U378,2025-01-05 06:09:25,sms,incoming,93XXXX8302,0,Kolkata,356789123456789,899110888888888,5G,0.0,no,0
U092,2025-01-05 06:50:47,call,incoming,93XXXX6507,446,Kolkata,667788990011223,899110999999999,4G,0.5,no,0
U157,2025-01-14 15:23:23,call,incoming,91XXXX6742,358,Kanpur,556677889900112,899110777777777,5G,1.9,no,0
U029,2024-12-29 14:09:59,call,incoming,97XXXX3268,70,Chennai,990011223344556,899110888888888,4G,0.7,no,0
U378,2025-01-15 09:08:39,call,incoming,91XXXX8909,494,Kolkata,889900112233445,899110123456789,4G,0.1,no,0
U189,2024-12-16 22:44:27,call,incoming,94XXXX3085,197,Pune,889900112233445,899110123456789,4G,1.3,no,0
U475,2025-01-11 12:59:04,sms,incoming,96XXXX2853,0,Delhi,123456789012345,899110999999999,4G,0.0,no,0
U279,2024-12-22 12:02:07,sms,incoming,90XXXX5744,0,Mumbai,778899001122334,899110555555555,5G,0.0,no,0
U100,2024-12-30 11:09:44,sms,incoming,97XXXX4960,0,Hyderabad,990011223344556,899110666666666,5G,0.0,no,0
U330,2025-01-08 07:59:32,sms,incoming,99XXXX5881,0,Kolkata,356789123456789,899110999999999,4G,0.0,no,1
U193,2024-12-26 17:47:25,call,incoming,98XXXX8124,38,Jaipur,448899001122334,899110888888888,5G,2.1,no,0
U013,2025-01-11 08:25:11,call,incoming,93XXXX4800,420,Bangalore,556677889900112,899110666666666,5G,1.7,no,0
U454,2025-01-14 22:35:01,call,incoming,91XXXX9099,362,Lucknow,356789123456789,899110555555555,5G,1.4,no,0
U035,2025-01-12 22:24:02,sms,incoming,95XXXX5017,0,Bangalore,990011223344556,899110666666666,5G,0.0,yes,1
U239,2024-12-18 18:09:31,call,incoming,96XXXX2401,1333,Ahmedabad,448899001122334,899110555555555,4G,0.4,yes,0
U306,2025-01-14 14:11:50,sms,incoming,94XXXX8469,0,Mumbai,356789123456789,899110666666666,5G,0.0,no,0
U236,2024-12-21 17:07:54,call,incoming,99XXXX8864,23,Hyderabad,356789123456789,899110999999999,4G,0.5,yes,1
U093,2025-01-04 16:47:24,call,incoming,93XXXX8847,3286,Thane,990011223344556,899110555555555,4G,1.4,no,0
U491,2024-12-27 16:09:25,sms,incoming,99XXXX3765,0,Kanpur,990011223344556,899110666666666,4G,0.0,no,1
U356,2024-12-21 20:07:25,call,incoming,99XXXX7148,87,Pune,778899001122334,899110666666666,5G,1.7,no,0
U027,2024-12-17 20:50:43,sms,incoming,95XXXX5165,0,Delhi,990011223344556,899110888888888,5G,0.0,no,1
U456,2024-12-21 10:48:09,sms,incoming,93XXXX5300,0,Mumbai,123456789012345,899110666666666,5G,0.0,no,0
U156,2025-01-11 16:57:10,sms,incoming,91XXXX6574,0,Chennai,990011223344556,899110123456789,4G,0.0,no,0
U367,2024-12-25 10:05:58,sms,incoming,97XXXX2084,0,Mumbai,990011223344556,899110777777777,5G,0.0,yes,0
U465,2024-12-17 21:11:36,call,incoming,91XXXX1023,280,Chennai,778899001122334,899110666666666,5G,2.2,no,0
U401,2024-12-29 16:08:34,call,incoming,95XXXX9832,107,Bangalore,123456789012345,899110777777777,4G,1.3,yes,0
U073,2025-01-06 09:31:33,sms,incoming,99XXXX1938,0,Pune,778899001122334,899110666666666,5G,0.0,no,0
U344,2024-12-23 10:18:09,sms,incoming,99XXXX5517,0,Bangalore,990011223344556,899110555555555,4G,0.0,no,0
U034,2024-12-25 15:13:35,sms,incoming,95XXXX6185,0,Hyderabad,667788990011223,899110888888888,4G,0.0,no,1
U238,2024-12-25 19:49:42,sms,incoming,91XXXX8157,0,Mumbai,448899001122334,899110888888888,4G,0.0,no,0
U351,2025-01-11 07:19:24,call,incoming,96XXXX1084,1096,Delhi,990011223344556,899110777777777,4G,0.7,yes,0
U269,2025-01-08 23:52:33,call,incoming,95XXXX1298,17,Jaipur,356789123456789,899110123456789,4G,0.5,yes,1
U335,2024-12-31 06:43:33,call,incoming,98XXXX2900,470,Delhi,448899001122334,899110123456789,5G,0.8,no,0
U476,2025-01-09 06:02:05,call,incoming,91XXXX1977,137,Mumbai,556677889900112,899110888888888,5G,2.1,no,0
U135,2024-12-21 10:15:05,sms,incoming,98XXXX6411,0,Surat,990011223344556,899110999999999,5G,0.0,no,1
U014,2024-12-18 14:11:14,sms,incoming,96XXXX8722,0,Chennai,667788990011223,899110555555555,4G,0.0,no,0
U291,2024-12-20 21:38:41,call,incoming,91XXXX2243,171,Surat,556677889900112,899110666666666,5G,1.8,no,0
U427,2024-12-16 13:14:57,call,incoming,93XXXX2927,648,Delhi,778899001122334,899110888888888,5G,1.2,no,0
U418,2024-12-27 08:06:04,sms,incoming,93XXXX8347,0,Delhi,889900112233445,899110888888888,4G,0.0,no,0
U259,2024-12-24 16:34:36,sms,incoming,99XXXX1011,0,Delhi,990011223344556,899110555555555,5G,0.0,no,1
U317,2025-01-07 16:42:15,call,incoming,97XXXX9915,1204,Ahmedabad,356789123456789,899110777777777,4G,1.6,no,1
U098,2025-01-15 21:40:34,call,incoming,96XXXX5565,553,Visakhapatnam,990011223344556,899110777777777,5G,0.2,no,0
U002,2024-12-16 14:44:41,call,incoming,93XXXX3840,698,Hyderabad,990011223344556,899110777777777,5G,1.4,no,0
U489,2025-01-01 14:50:58,call,incoming,96XXXX3668,165,Mumbai,556677889900112,899110777777777,5G,2.2,no,0
U317,2024-12-25 18:51:24,call,incoming,97XXXX9140,553,Mumbai,990011223344556,899110999999999,4G,1.8,no,0
U236,2025-01-01 08:48:09,call,incoming,99XXXX2388,14,Kolkata,448899001122334,899110999999999,5G,0.1,yes,1
U419,2025-01-03 18:48:24,call,incoming,96XXXX5346,1544,Mumbai,667788990011223,899110555555555,4G,2.2,no,0
U335,2025-01-08 13:48:20,sms,incoming,96XXXX9253,0,Delhi,889900112233445,899110555555555,4G,0.0,no,0
U364,2025-01-10 08:22:24,call,incoming,96XXXX1127,9,Chennai,667788990011223,899110666666666,4G,0.1,no,1
U124,2025-01-03 19:41:28,call,incoming,95XXXX9634,545,Kanpur,889900112233445,899110666666666,4G,2.1,no,0
U475,2025-01-01 17:31:48,sms,incoming,99XXXX1769,0,Mumbai,556677889900112,899110999999999,5G,0.0,yes,0
U365,2024-12-19 22:59:07,sms,incoming,90XXXX8684,0,Mumbai,990011223344556,899110777777777,4G,0.0,no,0
U286,2024-12-17 09:05:03,sms,incoming,98XXXX1766,0,Kolkata,123456789012345,899110888888888,4G,0.0,no,0
U432,2024-12-20 17:48:55,call,incoming,96XXXX3957,101,Bangalore,990011223344556,899110777777777,4G,1.9,no,0
U479,2025-01-04 21:54:16,call,incoming,90XXXX4283,1555,Bangalore,778899001122334,899110555555555,4G,0.5,no,0
U213,2024-12-25 15:31:47,sms,incoming,97XXXX1273,0,Chennai,889900112233445,899110777777777,4G,0.0,yes,0
U131,2024-12-29 12:28:00,call,incoming,97XXXX8060,343,Delhi,356789123456789,899110555555555,4G,2.2,yes,0
U362,2025-01-12 08:38:07,call,incoming,91XXXX8699,1656,Surat,448899001122334,899110123456789,4G,2.0,no,0
U025,2025-01-03 06:48:12,sms,incoming,91XXXX9299,0,Bangalore,778899001122334,899110777777777,4G,0.0,yes,0
U381,2025-01-12 18:13:58,sms,incoming,94XXXX9209,0,Chennai,990011223344556,899110555555555,4G,0.0,no,0
U309,2024-12-28 23:05:02,call,incoming,98XXXX1616,159,Pune,448899001122334,899110666666666,5G,1.8,no,0
U435,2024-12-22 18:55:35,sms,incoming,96XXXX9695,0,Mumbai,556677889900112,899110555555555,5G,0.0,no,0
U388,2024-12-23 11:09:03,call,incoming,90XXXX2417,198,Kolkata,556677889900112,899110555555555,4G,1.3,no,0
U031,2024-12-21 21:43:07,call,incoming,96XXXX9786,80,Mumbai,889900112233445,899110123456789,4G,2.2,no,0
U003,2025-01-02 16:04:23,call,incoming,95XXXX2497,1499,Ahmedabad,448899001122334,899110666666666,5G,2.3,no,0
U128,2024-12-29 23:05:47,sms,incoming,97XXXX5434,0,Ahmedabad,448899001122334,899110666666666,4G,0.0,yes,1
U399,2024-12-30 07:38:35,sms,incoming,92XXXX9796,0,Mumbai,556677889900112,899110555555555,4G,0.0,yes,0
U309,2024-12-22 18:44:04,sms,incoming,97XXXX4232,0,Delhi,667788990011223,899110123456789,4G,0.0,yes,0
U238,2024-12-16 21:21:20,sms,incoming,92XXXX8549,0,Pune,778899001122334,899110666666666,4G,0.0,no,0
U302,2024-12-25 12:37:24,sms,incoming,93XXXX1237,0,Mumbai,667788990011223,899110666666666,5G,0.0,no,0
U010,2025-01-15 06:26:25,call,incoming,92XXXX2877,10,Hyderabad,990011223344556,899110123456789,4G,1.8,no,1
U410,2024-12-17 20:39:24,sms,incoming,95XXXX7993,0,Hyderabad,990011223344556,899110888888888,4G,0.0,no,1
U210,2024-12-20 18:35:27,sms,incoming,92XXXX5652,0,Delhi,778899001122334,899110666666666,5G,0.0,no,0
U171,2025-01-07 08:09:37,call,incoming,90XXXX9658,771,Hyderabad,778899001122334,899110888888888,4G,1.1,no,0
U258,2024-12-21 20:00:32,call,incoming,92XXXX3102,40,Chennai,123456789012345,899110666666666,5G,2.3,no,0
U483,2025-01-06 11:32:17,sms,incoming,93XXXX3033,0,Hyderabad,778899001122334,899110777777777,4G,0.0,no,0
U123,2024-12-23 20:44:29,sms,incoming,96XXXX9154,0,Jaipur,990011223344556,899110999999999,4G,0.0,no,0
U080,2025-01-05 15:18:20,call,incoming,93XXXX8539,1610,Ahmedabad,448899001122334,899110999999999,5G,1.8,no,0
U022,2025-01-13 16:11:52,call,incoming,93XXXX2110,465,Chennai,556677889900112,899110777777777,5G,1.8,no,0
U493,2025-01-01 18:13:03,call,incoming,99XXXX5408,676,Bangalore,778899001122334,899110777777777,5G,0.9,no,0
U117,2024-12-18 11:23:00,sms,incoming,91XXXX5715,0,Mumbai,889900112233445,899110123456789,5G,0.0,no,1
U070,2024-12-17 17:32:46,sms,incoming,90XXXX1284,0,Mumbai,778899001122334,899110999999999,5G,0.0,yes,0
U336,2024-12-17 17:34:36,call,incoming,97XXXX4581,62,Delhi,123456789012345,899110999999999,4G,2.0,no,0
U249,2025-01-06 06:09:57,sms,incoming,96XXXX7815,0,Delhi,990011223344556,899110777777777,5G,0.0,no,0
U025,2024-12-17 19:12:15,call,incoming,93XXXX8971,147,Mumbai,990011223344556,899110777777777,5G,0.9,no,0
U474,2024-12-30 06:09:13,sms,incoming,93XXXX5419,0,Hyderabad,990011223344556,899110999999999,5G,0.0,no,0
U061,2024-12-16 17:15:01,sms,incoming,95XXXX1264,0,Mumbai,889900112233445,899110555555555,4G,0.0,no,0
U365,2025-01-03 07:40:01,sms,incoming,91XXXX6829,0,Surat,356789123456789,899110666666666,5G,0.0,no,0
U240,2024-12-25 15:56:35,call,incoming,91XXXX2737,771,Chennai,990011223344556,899110999999999,4G,0.3,no,0
U380,2025-01-13 17:45:24,sms,incoming,95XXXX2971,0,Mumbai,889900112233445,899110666666666,5G,0.0,no,0
U190,2025-01-10 14:28:51,sms,incoming,90XXXX7675,0,Bangalore,990011223344556,899110888888888,4G,0.0,yes,0
U337,2025-01-06 11:57:53,sms,incoming,92XXXX6900,0,Mumbai,990011223344556,899110555555555,5G,0.0,yes,0
U136,2024-12-21 22:24:59,call,incoming,93XXXX4683,295,Delhi,356789123456789,899110777777777,5G,1.4,no,0
U034,2024-12-18 09:27:30,sms,incoming,96XXXX2952,0,Jaipur,990011223344556,899110777777777,4G,0.0,no,0
U246,2024-12-18 15:25:57,sms,incoming,99XXXX5797,0,Delhi,556677889900112,899110666666666,4G,0.0,yes,0
U124,2024-12-21 21:55:19,call,incoming,93XXXX7136,939,Mumbai,356789123456789,899110777777777,5G,0.9,no,0
U345,2024-12-20 07:05:47,call,incoming,92XXXX5467,578,Mumbai,123456789012345,899110666666666,4G,1.6,no,0
U325,2025-01-06 06:45:16,call,incoming,93XXXX3581,382,Delhi,667788990011223,899110555555555,4G,2.4,no,0
U163,2024-12-29 18:25:56,call,incoming,97XXXX6919,21,Mumbai,990011223344556,899110555555555,5G,1.0,yes,1
U268,2024-12-28 10:23:08,sms,incoming,92XXXX2929,0,Hyderabad,448899001122334,899110555555555,4G,0.0,no,1
U479,2024-12-30 19:08:12,sms,incoming,97XXXX2155,0,Pune,356789123456789,899110555555555,4G,0.0,no,0
U264,2024-12-29 12:02:57,call,incoming,98XXXX9700,146,Delhi,889900112233445,899110777777777,5G,0.9,no,0
U454,2025-01-01 18:27:59,call,incoming,95XXXX8723,91,Mumbai,889900112233445,899110666666666,4G,1.4,no,0
U269,2025-01-10 13:50:55,call,incoming,92XXXX2970,556,Kolkata,556677889900112,899110123456789,4G,0.0,yes,0
U447,2025-01-08 19:00:54,sms,incoming,90XXXX8955,0,Surat,990011223344556,899110888888888,4G,0.0,no,0
U187,2025-01-03 19:33:17,call,incoming,99XXXX9471,172,Pune,990011223344556,899110123456789,4G,2.1,no,0
U155,2025-01-08 11:07:56,sms,incoming,90XXXX6204,0,Delhi,356789123456789,899110777777777,4G,0.0,no,0
U327,2025-01-07 20:06:11,sms,incoming,93XXXX7295,0,Hyderabad,356789123456789,899110666666666,5G,0.0,no,0
U487,2024-12-26 16:09:41,call,incoming,90XXXX6487,141,Kolkata,556677889900112,899110123456789,5G,0.3,no,0
U003,2024-12-16 14:42:27,call,incoming,92XXXX8333,132,Mumbai,556677889900112,899110666666666,4G,0.6,no,0
U408,2024-12-27 09:59:16,sms,incoming,94XXXX3018,0,Hyderabad,667788990011223,899110777777777,4G,0.0,no,0
U192,2024-12-18 06:11:55,sms,incoming,94XXXX8868,0,Ahmedabad,990011223344556,899110777777777,4G,0.0,no,0
U297,2024-12-29 06:03:32,call,incoming,99XXXX5967,63,Delhi,448899001122334,899110555555555,4G,2.4,yes,0
U069,2025-01-13 18:48:11,sms,incoming,97XXXX1606,0,Bangalore,778899001122334,899110666666666,5G,0.0,no,0
U350,2024-12-29 16:49:28,call,incoming,97XXXX6070,1439,Mumbai,667788990011223,899110123456789,5G,1.5,no,0
U283,2024-12-26 11:19:50,sms,incoming,96XXXX3734,0,Hyderabad,990011223344556,899110777777777,4G,0.0,no,0
U178,2025-01-08 18:00:28,sms,incoming,96XXXX4153,0,Mumbai,778899001122334,899110555555555,4G,0.0,no,0
U476,2024-12-21 10:37:41,call,incoming,95XXXX3613,185,Delhi,778899001122334,899110888888888,5G,2.3,no,0
U115,2024-12-20 09:25:05,call,incoming,97XXXX2642,168,Nagpur,778899001122334,899110777777777,5G,0.1,no,0
U177,2025-01-12 18:08:50,call,incoming,91XXXX1806,169,Mumbai,448899001122334,899110123456789,5G,1.1,no,0
U005,2024-12-26 12:58:31,call,incoming,97XXXX2643,82,Ahmedabad,778899001122334,899110666666666,5G,2.5,no,0
U491,2025-01-11 12:41:12,sms,incoming,91XXXX5722,0,Nagpur,889900112233445,899110123456789,4G,0.0,yes,0
U062,2025-01-05 11:33:08,sms,incoming,97XXXX1089,0,Pune,990011223344556,899110555555555,4G,0.0,no,0
U191,2025-01-05 23:55:00,call,incoming,92XXXX3714,754,Mumbai,556677889900112,899110888888888,4G,1.4,yes,0
U434,2025-01-13 21:20:19,sms,incoming,94XXXX2319,0,Hyderabad,123456789012345,899110777777777,5G,0.0,yes,0
U350,2024-12-29 16:14:39,sms,incoming,90XXXX8496,0,Bhopal,556677889900112,899110123456789,4G,0.0,no,0
U410,2024-12-25 14:30:19,sms,incoming,97XXXX7492,0,Mumbai,990011223344556,899110666666666,4G,0.0,no,0
U148,2025-01-09 16:42:19,call,incoming,99XXXX7354,47,Chennai,990011223344556,899110999999999,5G,1.1,no,0
U072,2024-12-23 18:01:48,sms,incoming,91XXXX1737,0,Chennai,778899001122334,899110123456789,4G,0.0,no,0
U076,2024-12-20 09:36:32,sms,incoming,98XXXX9652,0,Hyderabad,889900112233445,899110777777777,4G,0.0,no,0
U361,2024-12-26 13:24:35,sms,incoming,98XXXX4864,0,Mumbai,990011223344556,899110999999999,4G,0.0,no,0
U228,2025-01-14 13:54:23,call,incoming,95XXXX1386,557,Kolkata,448899001122334,899110555555555,4G,1.0,no,0
U064,2024-12-31 12:37:52,sms,incoming,96XXXX9519,0,Delhi,990011223344556,899110555555555,5G,0.0,no,0
U230,2025-01-06 14:47:26,sms,incoming,97XXXX9592,0,Vadodara,889900112233445,899110777777777,5G,0.0,yes,1
U169,2024-12-21 21:09:39,sms,incoming,97XXXX3069,0,Ahmedabad,123456789012345,899110666666666,5G,0.0,no,0
U352,2025-01-13 18:16:09,sms,incoming,99XXXX9370,0,Ahmedabad,889900112233445,899110888888888,5G,0.0,no,1
U344,2025-01-05 20:56:42,sms,incoming,90XXXX7679,0,Hyderabad,667788990011223,899110666666666,4G,0.0,no,0
U468,2024-12-17 18:16:07,sms,incoming,99XXXX9077,0,Delhi,123456789012345,899110999999999,5G,0.0,no,0
U215,2025-01-07 09:02:21,call,incoming,94XXXX7096,701,Mumbai,123456789012345,899110777777777,4G,2.0,no,0
U078,2024-12-23 16:21:26,call,incoming,98XXXX6940,235,Hyderabad,889900112233445,899110888888888,5G,1.5,no,0
U225,2025-01-14 15:33:41,call,incoming,92XXXX1107,37,Patna,123456789012345,899110888888888,4G,0.2,no,0
U223,2024-12-28 07:11:33,sms,incoming,93XXXX3230,0,Chennai,778899001122334,899110555555555,4G,0.0,no,0
U244,2024-12-24 06:31:03,sms,incoming,94XXXX2212,0,Lucknow,556677889900112,899110555555555,4G,0.0,no,0
U253,2025-01-05 21:09:12,sms,incoming,96XXXX1677,0,Pune,990011223344556,899110666666666,5G,0.0,no,0
U413,2025-01-10 22:58:56,sms,incoming,95XXXX2714,0,Mumbai,778899001122334,899110999999999,4G,0.0,no,0
U473,2025-01-09 17:33:31,sms,incoming,95XXXX9625,0,Mumbai,556677889900112,899110123456789,5G,0.0,yes,0
U236,2024-12-31 19:42:17,sms,incoming,95XXXX6424,0,Delhi,356789123456789,899110777777777,4G,0.0,no,1
U016,2024-12-31 08:30:11,call,incoming,96XXXX9798,490,Pune,889900112233445,899110777777777,5G,0.6,yes,0
U170,2025-01-05 19:19:24,sms,incoming,95XXXX2532,0,Bangalore,778899001122334,899110999999999,4G,0.0,no,0
U417,2024-12-28 06:36:04,sms,incoming,94XXXX4035,0,Chennai,889900112233445,899110888888888,4G,0.0,no,0
U063,2024-12-27 22:12:06,sms,incoming,94XXXX9287,0,Hyderabad,990011223344556,899110888888888,4G,0.0,no,0
U240,2025-01-10 16:26:10,call,incoming,96XXXX5878,451,Delhi,778899001122334,899110888888888,5G,1.2,no,0
U210,2024-12-29 23:55:45,sms,incoming,94XXXX5476,0,Mumbai,778899001122334,899110123456789,4G,0.0,no,0
U379,2025-01-08 08:27:44,call,incoming,97XXXX1275,891,Mumbai,889900112233445,899110888888888,5G,2.3,yes,1
U469,2025-01-01 16:54:12,sms,incoming,98XXXX5300,0,Mumbai,356789123456789,899110999999999,5G,0.0,no,0
U043,2024-12-28 17:35:13,call,incoming,96XXXX2638,121,Bangalore,556677889900112,899110555555555,4G,0.7,no,0
U278,2025-01-07 20:50:30,sms,incoming,96XXXX8072,0,Kolkata,990011223344556,899110777777777,4G,0.0,no,0
U277,2025-01-03 21:58:33,call,incoming,98XXXX8417,918,Pune,667788990011223,899110999999999,4G,1.4,yes,0
U147,2025-01-04 21:55:38,sms,incoming,90XXXX8128,0,Pune,778899001122334,899110555555555,4G,0.0,no,0
U132,2025-01-07 15:23:49,sms,incoming,91XXXX3589,0,Jaipur,667788990011223,899110123456789,5G,0.0,no,0
U459,2024-12-31 19:33:29,call,incoming,95XXXX1880,12,Indore,123456789012345,899110123456789,5G,2.4,no,1
U036,2024-12-29 11:28:45,call,incoming,98XXXX5390,1643,Pune,123456789012345,899110123456789,4G,2.0,no,0
U319,2024-12-16 18:24:19,call,incoming,97XXXX2579,128,Bangalore,556677889900112,899110777777777,4G,0.4,no,0
U395,2025-01-10 14:07:36,sms,incoming,97XXXX7574,0,Pune,448899001122334,899110123456789,5G,0.0,no,0
U166,2024-12-27 19:55:29,call,incoming,98XXXX4891,1326,Kolkata,990011223344556,899110888888888,4G,1.9,no,0
U249,2024-12-20 22:57:38,sms,incoming,90XXXX5148,0,Hyderabad,356789123456789,899110888888888,4G,0.0,no,0
U326,2025-01-14 07:15:06,call,incoming,91XXXX1811,563,Kolkata,990011223344556,899110999999999,4G,1.9,yes,0
U241,2024-12-19 23:13:35,call,incoming,99XXXX3808,368,Ahmedabad,667788990011223,899110999999999,5G,2.1,no,1
U220,2024-12-24 20:15:22,call,incoming,90XXXX1037,628,Mumbai,123456789012345,899110666666666,4G,0.6,yes,0
U419,2025-01-14 11:38:59,sms,incoming,90XXXX4624,0,Ahmedabad,448899001122334,899110777777777,4G,0.0,no,0
U375,2024-12-18 11:26:55,call,incoming,94XXXX1926,534,Surat,778899001122334,899110888888888,4G,1.6,no,0
U328,2025-01-09 18:07:31,sms,incoming,94XXXX3083,0,Delhi,448899001122334,899110555555555,4G,0.0,no,0
U480,2025-01-02 09:23:13,call,incoming,98XXXX8522,313,Hyderabad,123456789012345,899110888888888,4G,1.2,yes,0
U064,2025-01-07 08:10:55,call,incoming,96XXXX4549,192,Pune,356789123456789,899110888888888,4G,0.3,no,0
U119,2024-12-26 18:55:05,call,incoming,92XXXX2618,65,Lucknow,990011223344556,899110999999999,4G,1.1,no,0
U145,2025-01-04 13:40:06,sms,incoming,94XXXX8471,0,Surat,448899001122334,899110999999999,4G,0.0,no,0
U139,2024-12-28 22:54:11,sms,incoming,99XXXX8666,0,Bangalore,448899001122334,899110888888888,5G,0.0,yes,0
